,clust_to_rv,gene_name,ortho,cog,product,refseq,count,score,name_to_rv,pan
Cluster 8570,0,0,0,0,Esterase LipW,None,1,0.0,0,Uniq
Cluster 8571,0,0,0,0,"Cobalamin biosynthesis protein BluB @ 5,6-dimethylbenzimidazole synthase, flavin destructase family",None,1,0.0,0,Uniq
Cluster 8572,0,0,0,0,Diacyglycerol O-acyltransferase (EC 2.3.1.20),None,1,0.0,0,Uniq
Cluster 8573,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 8574,Rv1684,Rv1684,419947.MRA_1694A,S,FIG002473: Protein YcaR in KDO2-Lipid A biosynthesis cluster,None,1594,151.1,0,Core
Cluster 8575,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 8576,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 8577,0,0,0,0,FIG00825170: hypothetical protein,None,1,0.0,0,Uniq
Cluster 8578,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8579,0,0,0,0,Fumarylacetoacetate hydrolase family protein,None,1,0.0,0,Uniq
Cluster 858,0,0,0,0,PE-PGRS family protein,V978_03953,2,0.0,0,Uniq
Cluster 8580,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 8581,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8582,Rv2595,vapB40,0,0,FIG00823117: hypothetical protein,Z578_02719,1492,0.0,0,Acces
Cluster 8583,Rv0608,vapB28,0,0,FIG036639: hypothetical protein,Z578_02962,1593,0.0,0,Core
Cluster 8584,0,MLP_49440,1032480.MLP_49440,S,FIG00820722: hypothetical protein,Z578_03066,1590,91.6,0,Core
Cluster 8585,Rv2654c,Rv2654c,0,0,FIG050287: hypothetical phiRv2 prophage protein,Z578_03717,1435,0.0,0,Acces
Cluster 8586,Rv2550c,vapB20,0,0,"DNA-binding protein, CopG family",T594_01014,1259,0.0,0,Acces
Cluster 8587,0,0,0,0,hypothetical protein,None,1392,0.0,0,Acces
Cluster 8588,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8589,0,0,0,0,FIG00823676: hypothetical protein,None,1075,0.0,0,Acces
Cluster 859,Rv3704c,gshA,83332.Rv3704c,H,Iron(II)-dependent oxidoreductase EgtB (hercynine sythase),T598_03833,1595,961.4,0,Core
Cluster 8590,0,0,0,0,Cutinase Cut1,CH87_00095,67,0.0,0,Acces
Cluster 8591,0,0,0,0,FIG00825540: hypothetical protein,None,932,0.0,0,Acces
Cluster 8592,0,RV3773C,83332.Rv3773c,K,"Transcriptional regulator, ArsR family",None,119,110.1,0,Acces
Cluster 8593,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 8594,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8595,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 8596,0,0,0,0,hypothetical protein,None,7,0.0,0,Acces
Cluster 8597,0,0,0,0,Arylsulfatase (EC 3.1.6.1),None,1,0.0,0,Uniq
Cluster 8598,0,0,0,0,putative secreted protein,None,3,0.0,0,Uniq
Cluster 8599,0,0,0,0,3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157),FJ05194_0964,1,0.0,0,Uniq
Cluster 86,Rv3511,PE_PGRS55,0,0,PE-PGRS family protein,X382_03660,187,0.0,0,Acces
Cluster 860,0,0,0,0,PE-PGRS family protein,K911_03651,1,0.0,0,Uniq
Cluster 8600,0,0,0,0,FIG00828045: hypothetical protein,None,4,0.0,0,Uniq
Cluster 8601,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8602,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 8603,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8604,0,0,0,0,Mobile element protein,None,1,0.0,0,Uniq
Cluster 8605,0,MTUBH3_010100011855,419947.MtubH3_010100011855,S,Mobile element protein,None,1210,140.2,0,Acces
Cluster 8606,0,0,0,0,Alanine transaminase (EC 2.6.1.2),None,1,0.0,0,Uniq
Cluster 8607,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8608,0,0,0,0,Uncharacterized protein Q1 colocalized with Q,None,2,0.0,0,Uniq
Cluster 8609,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 861,0,0,0,0,PE-PGRS family protein,AO45_00686,2,0.0,0,Uniq
Cluster 8610,Rv3724A,cut5a,0,0,Cutinase,Z578_00218,1285,0.0,0,Acces
Cluster 8611,Rv2302,Rv2302,83332.Rv2302,S,hypothetical protein,Z578_00797,1592,167.9,0,Core
Cluster 8612,Rv2908c,Rv2908c,83332.Rv2908c,S,KH domain RNA binding protein YlqC,Z578_00874,1595,156.5,0,Core
Cluster 8613,Rv0841,Rv0841,557599.MkanA1_010100015897,G,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,Z578_01007,1294,84.1,0,Acces
Cluster 8614,Rv3321c,vapB44,83332.Rv3321c,S,"DNA-binding protein, CopG family",Z578_01290,1594,163.6,0,Core
Cluster 8615,0,0,0,0,Tellurite-resistance/Dicarboxylate Transporter (TDT) family,T594_00170,1593,0.0,0,Core
Cluster 8616,Rv0108c,Rv0108c,0,0,FIG00821282: hypothetical protein,BA31_00310,1589,0.0,0,Core
Cluster 8617,Rv1135A,Rv1135A,557599.MkanA1_010100014045,I,3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9),BA31_02329,1591,75.4,0,Core
Cluster 8618,0,MTUBH3_010100017920,419947.MtubH3_010100017920,S,hypothetical protein,Q625_00895,1595,170.8,0,Core
Cluster 8619,0,0,0,0,FIG00820984: hypothetical protein,Z548_02817,1592,0.0,0,Core
Cluster 862,0,0,0,0,PE-PGRS family protein,X392_00291,6,0.0,0,Acces
Cluster 8620,Rv1298,rpmE,419947.MRA_1306,J,"LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-dependent",None,1595,96.4,0,Core
Cluster 8621,0,MT2459,419947.MRA_2414,S,FIG00821219: MCE associated membrane protein,None,62,74.3,0,Acces
Cluster 8622,0,0,0,0,FIG00823549: hypothetical protein,None,1593,0.0,0,Core
Cluster 8623,0,0,0,0,FIG00821415: hypothetical protein,None,2,0.0,0,Uniq
Cluster 8624,0,0,0,0,Possible regulatory protein Trx,None,1,0.0,0,Uniq
Cluster 8625,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8626,0,0,0,0,Precorrin-3B synthase,W017_01175,1,0.0,0,Uniq
Cluster 8627,0,0,0,0,FIG00822970: hypothetical protein,None,1046,0.0,0,Acces
Cluster 8628,0,0,0,0,Arsenate reductase (EC 1.20.4.1),N115_02736,1,0.0,0,Uniq
Cluster 8629,0,0,0,0,Mobile element protein,P917_03145,1,0.0,0,Uniq
Cluster 863,0,0,0,0,PE-PGRS family protein,W070_04048,1,0.0,0,Uniq
Cluster 8630,0,0,0,0,"Transcriptional regulator, GntR family",None,8,0.0,0,Acces
Cluster 8631,0,0,0,0,FIG00823439: hypothetical protein,X386_01869,9,0.0,0,Acces
Cluster 8632,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 8633,0,0,0,0,FIG00823203: hypothetical protein,None,1,0.0,0,Uniq
Cluster 8634,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 8635,0,0,0,0,Mobile element protein,None,1,0.0,0,Uniq
Cluster 8636,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8637,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 8638,0,0,0,0,PE-PGRS family protein,X076_04080,1,0.0,0,Uniq
Cluster 8639,0,0,0,0,FIG00823395: hypothetical protein,None,1,0.0,0,Uniq
Cluster 864,Rv2047c,Rv2047c,419947.MRA_2062,G,Phosphoenolpyruvate synthase (EC 2.7.9.2),Z578_03863,1595,1886.7,0,Core
Cluster 8640,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8641,0,0,0,0,Thioredoxin,Q636_01532,1,0.0,0,Uniq
Cluster 8642,0,0,0,0,"Proline and alanine rich protein EspK, component of Type VII secretion system ESX-1",None,2,0.0,0,Uniq
Cluster 8643,0,0,0,0,FIG00822825: hypothetical protein,None,688,0.0,0,Acces
Cluster 8644,0,0,0,0,FIG00825170: hypothetical protein,None,1,0.0,0,Uniq
Cluster 8645,0,0,0,0,Alpha/beta hydrolase family,MTBK_35250,1,0.0,0,Uniq
Cluster 8646,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 8647,0,0,0,0,FIG00833107: hypothetical protein,None,282,0.0,0,Acces
Cluster 8648,0,0,0,0,PPE family protein,None,1,0.0,0,Uniq
Cluster 8649,0,0,0,0,Histidinol-phosphatase [alternative form] (EC 3.1.3.15),W054_02433,1,0.0,0,Uniq
Cluster 865,0,0,0,0,PE-PGRS family protein,K880_04204,8,0.0,0,Acces
Cluster 8650,Rv1590,Rv1590,419947.MRA_1600,S,hypothetical protein,Z578_00492,1356,175.2,0,Acces
Cluster 8651,0,MTUBH3_010100022173,419947.MtubH3_010100022173,S,FIG00821519: hypothetical protein,Z578_01881,1593,152.8,0,Core
Cluster 8652,Rv3053c,nrdH,272631.ML1736,O,"Glutaredoxin-like protein NrdH, required for reduction of Ribonucleotide reductase class Ib",Z578_01944,1595,152.9,0,Core
Cluster 8653,0,0,0,0,FIG00820605: hypothetical protein,None,1593,0.0,0,Core
Cluster 8654,0,0,0,0,putative helicase,None,1588,0.0,0,Acces
Cluster 8655,0,0,0,0,FIG00821602: hypothetical protein,None,1204,0.0,0,Acces
Cluster 8656,Rv0787A,Rv0787A,419947.MRA_0797,F,"Phosphoribosylformylglycinamidine synthase, PurS subunit (EC 6.3.5.3)",Z578_03549,1595,162.5,0,Core
Cluster 8657,Rv3221c,TB7.3,419947.MtubH3_010100002165,I,Biotin carboxyl carrier protein,T594_01712,1595,125.7,0,Core
Cluster 8658,0,0,0,0,FIG00824784: hypothetical protein,None,1307,0.0,0,Acces
Cluster 8659,0,0,0,0,FIG00820088: hypothetical protein,W034_03216,49,0.0,0,Acces
Cluster 866,0,0,0,0,PE-PGRS family protein,AN70_03633,1,0.0,0,Uniq
Cluster 8660,0,0,0,0,FIG041762: hypothetical protein,AM77_02942,2,0.0,0,Uniq
Cluster 8661,0,0,0,0,PPE family protein,P472_03566,3,0.0,0,Uniq
Cluster 8662,0,0,0,0,L-asparagine permease,None,9,0.0,0,Acces
Cluster 8663,0,0,0,0,PE-PGRS family protein,None,2,0.0,0,Uniq
Cluster 8664,0,0,0,0,"Membrane protein EccE3, component of Type VII secretion system ESX-3",None,5,0.0,0,Acces
Cluster 8665,0,0,0,0,hypothetical protein,None,5,0.0,0,Acces
Cluster 8666,0,0,0,0,hypothetical protein,None,15,0.0,0,Acces
Cluster 8667,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8668,0,0,0,0,PPE family protein,None,1,0.0,0,Uniq
Cluster 8669,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 867,0,0,0,0,PE-PGRS family protein,HKBT1_3713,1,0.0,0,Uniq
Cluster 8670,0,0,0,0,FIG00822578: hypothetical protein,AN86_02208,2,0.0,0,Uniq
Cluster 8671,0,0,0,0,PE-PGRS family protein,J112_01620,1,0.0,0,Uniq
Cluster 8672,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 8673,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 8674,0,0,0,0,"Proline and alanine rich protein EspI, component of Type VII secretion system ESX-1",None,1,0.0,0,Uniq
Cluster 8675,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8676,0,0,0,0,Universal stress protein family,P458_04068,1,0.0,0,Uniq
Cluster 8677,0,0,0,0,Gamma-glutamyl phosphate reductase (EC 1.2.1.41),Z532_03371,1,0.0,0,Uniq
Cluster 8678,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8679,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 868,0,0,0,0,PE-PGRS family protein,None,12,0.0,0,Acces
Cluster 8680,0,0,0,0,D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4),None,1,0.0,0,Uniq
Cluster 8681,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 8682,Rv0500A,Rv0500A,83332.Rv0500A,S,"DNA binding domain, excisionase family",Z578_01539,1595,160.9,0,Core
Cluster 8683,Rv1535,Rv1535,0,0,hypothetical protein,Z578_02558,1594,0.0,0,Core
Cluster 8684,Rv1134,Rv1134,557599.MkanA1_010100013118,S,hypothetical protein,Z578_03278,1593,79.4,0,Core
Cluster 8685,0,0,0,0,FIG00827483: hypothetical protein,None,254,0.0,0,Acces
Cluster 8686,0,0,0,0,hypothetical protein,None,67,0.0,0,Acces
Cluster 8687,Rv0599c,vapB27,83332.Rv0599c,K,hypothetical protein,Q625_02839,1592,149.4,0,Core
Cluster 8688,Rv1103c,mazE3,0,0,"Prevent host death protein, Phd antitoxin",W067_01154,1595,0.0,0,Core
Cluster 8689,0,0,0,0,FIG00824900: hypothetical protein,None,481,0.0,0,Acces
Cluster 869,0,0,0,0,PE-PGRS family protein,AL96_00291,3,0.0,0,Uniq
Cluster 8690,0,0,0,0,hypothetical protein,None,89,0.0,0,Acces
Cluster 8691,Rv0550c,vapB3,0,0,Antitoxin 1a,V956_00281,1595,0.0,0,Core
Cluster 8692,0,0,0,0,hypothetical protein,None,235,0.0,0,Acces
Cluster 8693,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 8694,0,0,0,0,Iron utilization protein,W017_00431,1,0.0,0,Uniq
Cluster 8695,0,0,0,0,FIG00820406: hypothetical protein,I033_01782,3,0.0,0,Uniq
Cluster 8696,0,0,0,0,FIG00822803: hypothetical protein,None,1,0.0,0,Uniq
Cluster 8697,0,0,0,0,hypothetical protein,None,3,0.0,0,Uniq
Cluster 8698,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8699,0,0,0,0,FIG00820786: hypothetical protein,None,50,0.0,0,Acces
Cluster 87,Rv3508,PE_PGRS54,0,0,PE-PGRS family protein,AM85_00009,21,0.0,0,Acces
Cluster 870,Rv3596c,clpC1,1041522.MCOL_26243,O,"ATP-dependent Clp protease, ATP-binding subunit ClpC / Negative regulator of genetic competence clcC/mecB",Z578_00083,1594,1806.5,0,Core
Cluster 8700,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 8701,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8702,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8703,0,0,0,0,hypothetical protein,None,30,0.0,0,Acces
Cluster 8704,0,0,0,0,hypothetical protein,None,8,0.0,0,Acces
Cluster 8705,0,0,0,0,"Inosine-5'-monophosphate dehydrogenase, catalytic domain (EC 1.1.1.205)",None,1,0.0,0,Uniq
Cluster 8706,0,0,0,0,16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193),None,2,0.0,0,Uniq
Cluster 8707,0,0,0,0,FIG00822089: hypothetical protein,None,1,0.0,0,Uniq
Cluster 8708,0,0,0,0,FIG00825170: hypothetical protein,None,3,0.0,0,Uniq
Cluster 8709,0,0,0,0,Alanine dehydrogenase (EC 1.4.1.1),None,1,0.0,0,Uniq
Cluster 871,0,YFMR,216594.MMAR_2476,S,"ABC transporter, ATP-binding protein",None,25,1093.6,0,Acces
Cluster 8710,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 8711,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 8712,0,0,0,0,hypothetical protein,None,1593,0.0,0,Core
Cluster 8713,0,0,0,0,Flagelliform silk protein (Fragment),None,2,0.0,0,Uniq
Cluster 8714,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8715,0,0,0,0,"Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)",X100_01400,1,0.0,0,Uniq
Cluster 8716,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 8717,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8718,0,0,0,0,"ISMsm4, transposase",None,1,0.0,0,Uniq
Cluster 8719,0,0,0,0,Acyl-CoA dehydrogenase,BA37_01153,1,0.0,0,Uniq
Cluster 872,Rv1461,Rv1461,83332.Rv1461,O,Iron-sulfur cluster assembly protein SufB,Z578_03363,1595,1952.6,0,Core
Cluster 8720,Rv1489A,Rv1489A,262316.MAP1226,I,"Methylmalonyl-CoA mutase large subunit, MutB (EC 5.4.99.2)",AO26_01551,1593,80.8,0,Core
Cluster 8721,Rv0239,vapB24,0,0,FIG00821638: hypothetical protein,Z578_00450,1594,0.0,0,Core
Cluster 8722,Rv0709,rpmC,419947.MRA_0717,J,LSU ribosomal protein L29p (L35e),Z578_02071,1595,153.5,0,Core
Cluster 8723,0,0,0,0,FIG00821243: hypothetical protein,None,1592,0.0,0,Core
Cluster 8724,0,0,0,0,hypothetical protein,None,731,0.0,0,Acces
Cluster 8725,Rv2663,Rv2663,83332.Rv2663,S,FIG00820935: hypothetical protein,Z578_03726,1595,165.5,0,Core
Cluster 8726,0,OXYR,272631.ML2041,K,Hydrogen peroxide-inducible genes activator,None,1105,62.5,0,Acces
Cluster 8727,0,0,0,0,hypothetical protein,None,252,0.0,0,Acces
Cluster 8728,Rv2063,mazE7,0,0,Programmed cell death antitoxin YdcD,Q625_01325,1593,0.0,0,Core
Cluster 8729,0,0,0,0,Probable 5'-3' exonuclease Bsu YpcP,None,20,0.0,0,Acces
Cluster 873,0,0,0,0,PE-PGRS family protein,N047_00612,35,0.0,0,Acces
Cluster 8730,0,0,0,0,FIG00820737: hypothetical protein,J114_03990,6,0.0,0,Acces
Cluster 8731,0,0,0,0,putative membrane protein,None,2,0.0,0,Uniq
Cluster 8732,0,0,0,0,ATPase,W075_01325,1,0.0,0,Uniq
Cluster 8733,0,0,0,0,POSSIBLE METHYLTRANSFERASE (METHYLASE),I107_03062,1,0.0,0,Uniq
Cluster 8734,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 8735,Rv0863,Rv0863,419947.MRA_0870A,S,FIG057355: hypothetical protein,AO20_00900,1595,143.4,0,Core
Cluster 8736,0,0,0,0,FIG00821517: hypothetical protein,None,1580,0.0,0,Acces
Cluster 8737,0,0,0,0,beta-glucosidase (EC 3.2.1.21),None,2,0.0,0,Uniq
Cluster 8738,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8739,0,0,0,0,"lipoprotein, putative",None,1,0.0,0,Uniq
Cluster 874,0,MVAN_0928,350058.Mvan_0928,Q,PE-PGRS family protein,Z537_01128,10,68.5,0,Acces
Cluster 8740,0,0,0,0,FIG00825170: hypothetical protein,None,1,0.0,0,Uniq
Cluster 8741,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8742,0,0,0,0,FIG00825170: hypothetical protein,None,1,0.0,0,Uniq
Cluster 8743,0,0,0,0,Alanine dehydrogenase (EC 1.4.1.1),None,1,0.0,0,Uniq
Cluster 8744,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8745,0,0,0,0,PPE family protein,None,1,0.0,0,Uniq
Cluster 8746,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8747,0,0,0,0,FIG00823214: hypothetical protein,None,1,0.0,0,Uniq
Cluster 8748,0,0,0,0,FIG00823217: hypothetical protein,None,1594,0.0,0,Core
Cluster 8749,0,0,0,0,hypothetical protein,None,1594,0.0,0,Core
Cluster 875,0,0,0,0,PE-PGRS family protein,W106_00235,1,0.0,0,Uniq
Cluster 8750,Rv2132,Rv2132,83332.Rv2132,S,"Antitoxin to Toxin 1, PIN domain",Z578_02160,1595,152.1,0,Core
Cluster 8751,0,MRA_1997,419947.MRA_1997,S,FIG00821477: hypothetical protein,Z578_03099,1590,155.1,0,Core
Cluster 8752,Rv1931c,Rv1931c,1041522.MCOL_11908,K,"Transcriptional regulator, AraC family",Z578_03779,1589,142.7,0,Core
Cluster 8753,0,MTUBH3_010100006166,419947.MtubH3_010100006166,K,Programmed cell death antitoxin YdcD,T594_01274,1595,162.8,0,Core
Cluster 8754,0,0,0,0,PROBABLE MYCOLYL TRANSFERASE,None,1549,0.0,0,Acces
Cluster 8755,0,0,0,0,hypothetical protein,None,599,0.0,0,Acces
Cluster 8756,Rv2087,Rv2087,0,0,Transposase,W034_01862,456,0.0,0,Acces
Cluster 8757,0,0,0,0,hypothetical protein,None,61,0.0,0,Acces
Cluster 8758,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 8759,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 876,0,0,0,0,Putative sensor-like histidine kinase,P972_03452,2,0.0,0,Uniq
Cluster 8760,0,0,0,0,Lipoprotein LpqB,W017_02893,1,0.0,0,Uniq
Cluster 8761,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 8762,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 8763,0,0,0,0,FIG00821263: hypothetical protein,None,3,0.0,0,Uniq
Cluster 8764,0,0,0,0,Phosphatidylethanolamine-binding protein,V194_01698,1,0.0,0,Uniq
Cluster 8765,0,0,0,0,putative integral membrane protein,None,1,0.0,0,Uniq
Cluster 8766,0,0,0,0,Molybdopterin synthase sulfur carrier subunit / Molybdopterin synthase catalytic subunit MoaE (EC 2.8.1.12),None,1,0.0,0,Uniq
Cluster 8767,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8768,0,0,0,0,Drug efflux membrane protein,T558_04057,1,0.0,0,Uniq
Cluster 8769,0,0,0,0,Mobile element protein,BA56_04099,1,0.0,0,Uniq
Cluster 877,0,0,0,0,PE-PGRS family protein,P980_04054,1,0.0,0,Uniq
Cluster 8770,0,0,0,0,FIG00820705: hypothetical protein,None,1,0.0,0,Uniq
Cluster 8771,0,0,0,0,FIG00825170: hypothetical protein,None,1,0.0,0,Uniq
Cluster 8772,0,0,0,0,FIG00820664: hypothetical protein,None,218,0.0,0,Acces
Cluster 8773,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8774,0,0,0,0,Amino acid permease,None,1,0.0,0,Uniq
Cluster 8775,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 8776,0,0,0,0,Cold shock protein CspC,None,1,0.0,0,Uniq
Cluster 8777,0,0,0,0,Integrase,None,1,0.0,0,Uniq
Cluster 8778,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8779,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 878,0,0,0,0,Excinuclease ABC subunit A,None,1,0.0,0,Uniq
Cluster 8780,Rv2758c,vapB21,0,0,FIG00821100: hypothetical protein,Z578_01640,1595,0.0,0,Core
Cluster 8781,0,0,0,0,hypothetical protein,None,1137,0.0,0,Acces
Cluster 8782,0,MKANA1_010100008743,557599.MkanA1_010100008743,S,FIG00820212: hypothetical protein,Z578_02972,1595,122.7,0,Core
Cluster 8783,Rv1952,vapB14,0,0,FIG00820949: hypothetical protein,Z578_03063,1591,0.0,0,Core
Cluster 8784,Rv2009,vapB15,419947.MtubH3_010100004852,K,FIG00821114: hypothetical protein,Z578_03126,1595,63.6,0,Core
Cluster 8785,Rv0298,Rv0298,0,0,Programmed cell death antitoxin YdcD,Z578_03196,1595,0.0,0,Core
Cluster 8786,Rv2830c,vapB22,0,0,FIG00821747: hypothetical protein,Z578_03297,1594,0.0,0,Core
Cluster 8787,Rv2520c,Rv2520c,419947.MRA_2547,S,putative membrane protein,Z578_03612,1595,146.2,0,Core
Cluster 8788,0,0,0,0,FIG00826141: hypothetical protein,W029_01206,597,0.0,0,Acces
Cluster 8789,0,0,0,0,FIG00823618: hypothetical protein,None,794,0.0,0,Acces
Cluster 879,0,0,0,0,PE-PGRS family protein,None,8,0.0,0,Acces
Cluster 8790,0,MTUBH3_010100007312,419947.MtubH3_010100007312,S,Ssl5025 protein,None,1595,130.2,0,Core
Cluster 8791,0,0,0,0,hypothetical protein Rv2661c,W034_02464,179,0.0,0,Acces
Cluster 8792,0,0,0,0,"Proline and alanine rich protein EspI, component of Type VII secretion system ESX-1",None,27,0.0,0,Acces
Cluster 8793,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8794,0,0,0,0,hypothetical protein,None,2,0.0,0,Uniq
Cluster 8795,0,0,0,0,FIG00821503: hypothetical protein,None,1594,0.0,0,Core
Cluster 8796,0,0,0,0,hypothetical protein,None,8,0.0,0,Acces
Cluster 8797,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 8798,0,0,0,0,Enoyl-CoA hydratase (EC 4.2.1.17),None,1,0.0,0,Uniq
Cluster 8799,0,0,0,0,hypothetical protein,None,23,0.0,0,Acces
Cluster 88,0,0,0,0,PE-PGRS family protein,W043_01999,1,0.0,0,Uniq
Cluster 880,Rv0279c,PE_PGRS4,0,0,PE-PGRS family protein,X218_00291,144,0.0,0,Acces
Cluster 8800,Rv1545,Rv1545,0,0,FIG00823142: hypothetical protein,X213_01614,177,0.0,0,Acces
Cluster 8801,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8802,Rv2526,vapB17,875328.JDM601_4095,S,hypothetical protein,P476_02647,1049,65.0,0,Acces
Cluster 8803,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 8804,0,0,0,0,FIG00825170: hypothetical protein,AO53_04049,1,0.0,0,Uniq
Cluster 8805,0,0,0,0,"ABC transporter, permease protein",None,1,0.0,0,Uniq
Cluster 8806,0,0,0,0,PPE family protein,MT7199_3162,1,0.0,0,Uniq
Cluster 8807,0,0,0,0,putative membrane protein,None,1,0.0,0,Uniq
Cluster 8808,0,0,0,0,PE-PGRS family protein,None,144,0.0,0,Acces
Cluster 8809,0,0,0,0,hypothetical protein,None,1479,0.0,0,Acces
Cluster 881,0,0,0,0,PE-PGRS family protein,Z534_02483,1,0.0,0,Uniq
Cluster 8810,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8811,0,0,0,0,hypothetical protein,None,595,0.0,0,Acces
Cluster 8812,0,0,0,0,FIG00825170: hypothetical protein,None,3,0.0,0,Uniq
Cluster 8813,Rv1498A,Rv1498A,419947.MRA_1509,S,FIG00820700: hypothetical protein,None,1594,146.8,0,Core
Cluster 8814,0,0,0,0,FIG00825489: hypothetical protein,None,1,0.0,0,Uniq
Cluster 8815,0,0,0,0,NADH dehydrogenase (EC 1.6.99.3),None,1,0.0,0,Uniq
Cluster 8816,0,0,0,0,PPE family protein,None,1,0.0,0,Uniq
Cluster 8817,0,0,0,0,PPE family protein,None,1,0.0,0,Uniq
Cluster 8818,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8819,0,0,0,0,PE-PGRS family protein,None,1,0.0,0,Uniq
Cluster 882,0,0,0,0,Transmembrane transport protein MmpL4,None,1,0.0,0,Uniq
Cluster 8820,0,0,0,0,hypothetical protein,None,1,0.0,0,Uniq
Cluster 8821,0,0,0,0,FIG00822846: hypothetical protein,None,1,0.0,0,Uniq
Cluster 8822,0,0,0,0,"DNA-binding protein, CopG family",Z578_00189,1323,0.0,0,Acces
Cluster 8823,0,0,0,0,hypothetical protein,None,86,0.0,0,Acces
Cluster 8824,0,0,0,0,PE family protein,None,1594,0.0,0,Core
